Unnamed: 0,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
1321,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,11:00,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,23204.41,1,-2.090770677395712,43.29639345107865,-2.033693,43.256347
1322,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,13:30,22,Orio,2,4,1,Otros hogares sin niños,1,4,1,1,2021,27114.81,3,-2.1241214422777923,43.27856623374824,-2.033693,43.256347
1323,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,Coche conductor,16:30,22,Donostia/San Sebastian,2,3,2,2 adultos con niño(s),1,5,1,1,2021,28185.41,4,-2.073519460031335,43.130629881994274,-2.033693,43.256347
1324,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,15:30,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.9401332863747407,43.315116159381496,-2.033693,43.256347
1325,Tolosaldea,Donostialdea,Villabona,Donostia/San Sebastian,RENFE,06:50,23,Villabona,2,2,1,Otros hogares sin niños,1,5,1,1,2021,24074.47,2,-2.053411097066426,43.1879581857635,-2.033693,43.256347
1326,Donostialdea,Donostialdea,Andoain,Urnieta,Coche conductor,09:00,22,Andoain,1,2,1,2 adultos,2,4,1,1,2021,23860.06,2,-2.0257616373301035,43.21155858524042,-2.033693,43.256347
1327,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,12:00,99,Pasaia,2,2,1,Otros hogares sin niños,1,3,5,1,2021,15041.785,1,-1.9342938259247744,43.32492579150166,-2.033693,43.256347
1328,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,16:00,22,Donostia/San Sebastian,2,3,3,2 adultos con niño(s),1,5,1,1,2021,24223.07,2,-2.0163462711324924,43.25938606798249,-2.033693,43.256347
1329,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,07:20,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,5,1,1,2021,28611.11,4,-1.9850263000737267,43.31750914144662,-2.033693,43.256347
1330,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,17:00,22,Hernani,2,2,1,2 adultos con niño(s),1,4,1,1,2021,22416.27,1,-1.9452704190869916,43.32189894235464,-2.033693,43.256347
1331,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,14:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,3,-2.4951896234406736,43.064731636987126,-2.033693,43.256347
1332,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,19:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-2.0655919636817908,43.3074798074109,-2.033693,43.256347
1333,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,07:00,22,Irun,1,2,1,2 adultos,1,5,1,1,2021,22999.4,2,-1.7972942748114007,43.335126479647634,-2.033693,43.256347
1334,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,16:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,4,1,1,2021,22860.81,1,-1.7954957917858851,43.34040472922467,-2.033693,43.256347
1335,Donostialdea,Donostialdea,Lasarte-Oria,Urnieta,Coche pasajero,13:30,23,Urnieta,1,2,1,2 adultos,2,5,1,2,2021,26736.56,4,-2.015346658265847,43.2710775098373,-2.033693,43.256347
1336,Tolosaldea,Donostialdea,Tolosa,Hernani,Coche conductor,08:30,22,Tolosa,2,3,1,Otros hogares sin niños,2,4,1,1,2021,26180.06,3,-2.0803775328182827,43.13392870122608,-2.033693,43.256347
1337,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,12:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.470999952507102,43.180941343888776,-2.033693,43.256347
1338,Donostialdea,Donostialdea,Lasarte-Oria,Usurbil,Andando,16:30,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,3,4,2,2021,7978.825000000001,1,-2.022060532289032,43.26924830156904,-2.033693,43.256347
1339,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,13:30,22,Orio,2,4,1,Otros hogares sin niños,1,4,1,1,2021,27114.81,3,-2.1267626301811795,43.27712072663351,-2.033693,43.256347
1340,Donostialdea,Donostialdea,Lezo,Oiartzun,Coche conductor,13:15,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,27465.11,4,-1.8972512660459115,43.32225823706834,-2.033693,43.256347
1341,Goierri                              ,Donostialdea,Beasain,Andoain,Coche pasajero,22:00,22,Andoain,2,2,1,Otros hogares sin niños,1,5,1,1,2021,24067.67,2,-2.2044691928059805,43.04721191822926,-2.033693,43.256347
1342,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,16:00,22,Errenteria,1,2,1,Hogar de una persona,1,6,1,1,2021,22746.95,2,-1.8732900251080289,43.28619655056856,-2.033693,43.256347
1343,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Autobús interurbano,16:20,22,Lasarte-Oria,1,2,1,Hogar de una persona,2,4,1,1,2021,22393.67,1,-2.0182764870734533,43.26976459942241,-2.033693,43.256347
1344,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,EUSKOTREN,16:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,6,1,1,2021,22590.46,2,-2.014607044712433,43.30064810942908,-2.033693,43.256347
1345,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,15:00,22,Errenteria,1,2,1,2 adultos,1,4,1,1,2021,24675.31,3,-2.035731131549046,43.30932938733105,-2.033693,43.256347
1346,Bidasoa,Donostialdea,Irun,Hernani,Coche conductor,07:50,22,Irun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27465.11,4,-1.8368307836502809,43.33140241673148,-2.033693,43.256347
1347,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Autobús interurbano,08:55,22,Pasaia,2,3,2,Otros hogares con niños,2,3,1,1,2021,23269.735,2,-1.92904244617358,43.32401105660868,-2.033693,43.256347
1348,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Andando,14:10,22,Pasaia,1,1,1,2 adultos,1,5,1,2,2021,22869.0,2,-2.039744304998611,43.29904220478755,-2.033693,43.256347
1349,Bidasoa,Donostialdea,Hondarribia,Lezo,Coche conductor,05:30,22,Hondarribia,2,2,1,Otros hogares sin niños,1,5,1,1,2021,23288.25,2,-1.8069320716657091,43.35367395744927,-2.033693,43.256347
1350,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Moto,14:00,22,Donostia/San Sebastian,2,2,3,Otros hogares sin niños,2,3,1,1,2021,19419.975,1,-1.9455173030463957,43.32287576312807,-2.033693,43.256347
1351,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,15:20,21,Hondarribia,2,2,1,2 adultos con niño(s),1,5,1,1,2021,24197.97,2,-2.1768930204807373,43.28464677740276,-2.033693,43.256347
1352,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,12:00,22,Irun,2,3,1,2 adultos con niño(s),1,4,1,1,2021,23871.26,3,-1.7974273206603957,43.34228210869605,-2.033693,43.256347
1353,Bidasoa,Donostialdea,Hondarribia,Errenteria,Coche conductor,15:00,22,Errenteria,1,3,1,2 adultos,2,5,1,1,2021,22588.620000000003,2,-1.797184096722936,43.36406407598135,-2.033693,43.256347
1354,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,17:00,22,Pasaia,2,2,3,Otros hogares sin niños,1,3,1,1,2021,21792.235,1,-1.9845478466215425,43.30811453003612,-2.033693,43.256347
1355,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,14:00,22,Orio,1,3,1,Hogar de una persona,1,5,1,1,2021,28902.96,4,-2.1259067884503238,43.27639618079711,-2.033693,43.256347
1356,Donostialdea,Donostialdea,Donostia/San Sebastian,Lezo,Autobús interurbano,19:00,22,Lezo,2,2,1,Otros hogares sin niños,2,4,1,2,2021,23374.61,2,-1.964964069050148,43.297875424263054,-2.033693,43.256347
1357,Tolosaldea,Donostialdea,Tolosa,Lasarte-Oria,Coche conductor,07:50,22,Tolosa,2,4,1,2 adultos con niño(s),1,5,1,1,2021,27963.51,4,-2.0736796321002062,43.13615551723576,-2.033693,43.256347
1358,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,07:00,22,Donostia/San Sebastian,2,3,3,2 adultos con niño(s),1,5,1,1,2021,28185.41,4,-2.0136427022561807,43.30676966613663,-2.033693,43.256347
1359,Donostialdea,Donostialdea,Pasaia,Oiartzun,Autobús interurbano,06:30,22,Pasaia,2,3,2,Otros hogares con niños,2,3,1,2,2021,19307.395,1,-1.9359372581121304,43.325721248031066,-2.033693,43.256347
1360,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,15:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,3,-2.48635346441195,43.11695300744681,-2.033693,43.256347
1361,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,Hogar de una persona,1,5,1,1,2021,25210.22,3,-2.027135394908586,43.31767765556526,-2.033693,43.256347
1362,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,07:45,22,Donostia/San Sebastian,2,3,1,Otros hogares con niños,2,4,1,1,2021,21842.32,1,-1.972121575548753,43.31772768615183,-2.033693,43.256347
1363,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,18:00,22,Hernani,2,4,2,Otros hogares sin niños,1,6,1,1,2021,27651.46,4,-1.9915467806124456,43.31364137958943,-2.033693,43.256347
1364,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,15:10,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25818.26,3,-1.988855538907312,43.304962843777176,-2.033693,43.256347
1365,Donostialdea,Donostialdea,Usurbil,Lasarte-Oria,Andando,20:30,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,3,4,2,2021,7978.825000000001,1,-2.040588174708884,43.27389147423607,-2.033693,43.256347
1366,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,07:20,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,5,1,1,2021,28611.11,4,-1.984522729114052,43.316794789536765,-2.033693,43.256347
1367,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,16:15,22,Hernani,2,2,1,2 adultos con niño(s),1,4,1,1,2021,24011.46,2,-1.972934497500596,43.30568001372781,-2.033693,43.256347
1368,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,2,3,1,1,2021,21161.745000000003,1,-1.9848045693362384,43.31758930700514,-2.033693,43.256347
1369,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,05:45,23,Donostia/San Sebastian,2,3,3,2 adultos con niño(s),2,5,1,1,2021,26467.209999999995,4,-1.980040824330483,43.316971931844456,-2.033693,43.256347
1370,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,17:15,22,Donostia/San Sebastian,1,3,1,2 adultos,1,6,1,1,2021,28637.91,4,-1.8182973157911435,43.33396493992669,-2.033693,43.256347
1371,Donostialdea,Donostialdea,Lezo,Usurbil,Coche conductor,21:00,22,Lezo,2,3,1,Otros hogares con niños,1,4,1,1,2021,23759.76,2,-1.8991347284214943,43.32153962723852,-2.033693,43.256347
1372,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,3,1,1,2021,22642.935,2,-1.971646036491333,43.3205265315294,-2.033693,43.256347
1373,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,07:00,22,Arrasate/Mondragon,1,2,1,Hogar de una persona,1,4,1,1,2021,23566.82,2,-2.500995644799428,43.063543759673685,-2.033693,43.256347
1374,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche pasajero,08:00,22,Errenteria,1,2,1,2 adultos,2,4,1,1,2021,22097.67,2,-1.9074277684794196,43.31506977227039,-2.033693,43.256347
1375,Donostialdea,Donostialdea,Errenteria,Andoain,Coche conductor,07:30,22,Errenteria,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25227.96,3,-1.8733354900605053,43.271731730285055,-2.033693,43.256347
1376,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Autobús interurbano,16:30,22,Lasarte-Oria,2,2,3,2 adultos con niño(s),2,5,1,1,2021,23492.66,2,-1.9543384329330764,43.31237951995873,-2.033693,43.256347
1377,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.4103136149009936,43.031879035475455,-2.033693,43.256347
1378,Donostialdea,Donostialdea,Lasarte-Oria,Errenteria,Coche conductor,18:45,22,Errenteria,1,3,1,2 adultos,1,6,1,1,2021,27889.61,4,-2.0124105918758266,43.27034489465664,-2.033693,43.256347
1379,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,14:00,22,Orio,1,3,1,Hogar de una persona,1,5,1,1,2021,28902.96,4,-2.09082944293332,43.29622699084983,-2.033693,43.256347
1380,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,2,3,1,1,2021,21161.745000000003,1,-1.991799239784865,43.30038451176394,-2.033693,43.256347
1381,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,12:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.458511290697124,43.188978159369775,-2.033693,43.256347
1382,Debagoiena,Donostialdea,Arrasate/Mondragon,Donostia/San Sebastian,Coche conductor,22:10,22,Donostia/San Sebastian,1,3,1,2 adultos,2,6,1,1,2021,22575.620000000003,1,-2.4948577067760813,43.05950676459032,-2.033693,43.256347
1383,Donostialdea,Donostialdea,Lasarte-Oria,Urnieta,Coche pasajero,20:00,23,Urnieta,1,2,1,2 adultos,2,5,1,2,2021,22774.22,1,-2.0238033943992955,43.269800399786,-2.033693,43.256347
1384,Donostialdea,Donostialdea,Usurbil,Lezo,Coche conductor,06:00,22,Lezo,2,3,1,Otros hogares con niños,1,4,1,1,2021,26126.91,4,-2.0374380494340243,43.26728676188277,-2.033693,43.256347
1385,Debabarrena,Donostialdea,Eibar,Donostia/San Sebastian,Coche conductor,09:30,99,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27745.709999999995,4,-2.473602843603254,43.18381318354543,-2.033693,43.256347
1386,Donostialdea,Donostialdea,Errenteria,Lasarte-Oria,Coche conductor,14:30,22,Errenteria,1,3,1,2 adultos,1,6,1,1,2021,27889.61,4,-1.9104679260989923,43.30732280705195,-2.033693,43.256347
1387,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,09:00,99,Lasarte-Oria,1,2,1,Hogar de una persona,1,5,1,1,2021,24602.820000000003,2,-2.0183516645852024,43.26374795094446,-2.033693,43.256347
1388,Donostialdea,Donostialdea,Oiartzun,Donostia/San Sebastian,Coche pasajero,07:00,22,Oiartzun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27828.41,4,-1.86245793940756,43.23200373253833,-2.033693,43.256347
1389,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,11:00,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,23204.41,1,-2.127380771088911,43.27660400821733,-2.033693,43.256347
1390,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,EUSKOTREN,07:30,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,3,-2.018403004011376,43.26388521932504,-2.033693,43.256347
1391,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Autobús interurbano,12:50,22,Irun,2,2,1,2 adultos con niño(s),2,5,1,1,2021,25746.91,3,-1.7932062888154847,43.34094368931037,-2.033693,43.256347
1392,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,17:30,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25718.91,3,-1.9821184942838708,43.315531775243535,-2.033693,43.256347
1393,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,16:00,22,Donostia/San Sebastian,1,3,1,2 adultos,2,6,1,1,2021,24170.81,3,-2.2027570063073503,43.04736451832817,-2.033693,43.256347
1394,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,05:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,4,1,1,2021,26958.709999999995,4,-2.0080127282653075,43.31931501241186,-2.033693,43.256347
1395,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,18:00,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,4,-1.9810393578383,43.32088051446926,-2.033693,43.256347
1396,Donostialdea,Donostialdea,Donostia/San Sebastian,Lezo,Coche conductor,12:00,99,Donostia/San Sebastian,2,4,2,Otros hogares con niños,1,4,1,1,2021,26787.11,4,-1.9698478402955,43.32686522099062,-2.033693,43.256347
1397,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,EUSKOTREN,15:00,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,22280.25,1,-1.972046044963905,43.3163594337144,-2.033693,43.256347
1398,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,13:30,22,Orio,2,4,1,Otros hogares sin niños,1,4,1,1,2021,27114.81,3,-2.128190582323172,43.277359944484246,-2.033693,43.256347
1399,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche pasajero,07:00,22,Hondarribia,2,2,1,Otros hogares sin niños,1,4,1,2,2021,23396.97,2,-1.794294317419419,43.366867191878605,-2.033693,43.256347
1400,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,4,1,1,2021,20678.5,1,-1.9508313331117384,43.300753067187,-2.033693,43.256347
1401,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,12:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.471908573338363,43.18477174348045,-2.033693,43.256347
1402,Debabarrena,Donostialdea,Eibar,Donostia/San Sebastian,Coche conductor,09:30,99,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27745.709999999995,4,-2.4699589304616016,43.185034678650936,-2.033693,43.256347
1403,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,16:00,22,Errenteria,1,2,1,Hogar de una persona,2,5,1,1,2021,26706.06,4,-1.7877342295275298,43.337557175646594,-2.033693,43.256347
1404,Donostialdea,Donostialdea,Usurbil,Lezo,Coche pasajero,13:45,22,Lezo,1,2,2,Hogar de una persona,1,4,1,1,2021,24918.51,2,-2.0498366266936414,43.271055510887365,-2.033693,43.256347
1405,Donostialdea,Donostialdea,Usurbil,Pasaia,Coche conductor,07:45,22,Usurbil,1,2,1,Hogar de una persona,1,4,1,1,2021,23578.82,2,-2.0750247896951013,43.2717776726962,-2.033693,43.256347
1406,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,14:00,22,Urnieta,2,3,1,Otros hogares sin niños,1,6,1,1,2021,25301.709999999995,3,-1.971006341385779,43.32300531861621,-2.033693,43.256347
1407,Donostialdea,Donostialdea,Urnieta,Donostia/San Sebastian,Coche conductor,18:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25818.26,3,-1.9921675694741208,43.24663919579079,-2.033693,43.256347
1408,Donostialdea,Donostialdea,Hernani,Lasarte-Oria,Coche conductor,14:45,22,,1,2,1,Hogar de una persona,1,3,1,1,2021,25151.135,3,-1.9703064618063688,43.2708860036162,-2.033693,43.256347
1409,Tolosaldea,Donostialdea,Tolosa,Urnieta,RENFE,20:00,22,Urnieta,2,3,1,Otros hogares sin niños,2,5,1,1,2021,23963.06,2,-2.0721205989152045,43.13541433584538,-2.033693,43.256347
1410,Donostialdea,Donostialdea,Errenteria,Oiartzun,Autobús interurbano,07:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.9089895863498891,43.31399663024324,-2.033693,43.256347
1411,Urola Kosta       ,Donostialdea,Zarautz,Hernani,Coche pasajero,18:00,22,Villabona,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25243.96,3,-2.1736144066434187,43.285142187133445,-2.033693,43.256347
1412,Urola Kosta       ,Donostialdea,Zumaia,Donostia/San Sebastian,Autobús interurbano,06:55,22,Zumaia,1,3,1,2 adultos,2,4,1,1,2021,24284.26,3,-2.2576199396645027,43.29709433650944,-2.033693,43.256347
1413,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche pasajero,07:00,22,Hondarribia,1,2,2,Hogar de una persona,1,5,1,1,2021,29147.46,4,-1.7987926400759051,43.37213872970754,-2.033693,43.256347
1414,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,Coche conductor,16:00,22,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,4,1,1,2021,27384.41,4,-2.0766094594599065,43.13638272590224,-2.033693,43.256347
1415,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,07:30,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.893558463600204,43.30681563304727,-2.033693,43.256347
1416,Donostialdea,Donostialdea,Usurbil,Lasarte-Oria,Moto,10:45,99,Lasarte-Oria,2,3,2,Otros hogares con niños,1,6,1,1,2021,23064.520000000004,1,-2.071252644369996,43.27489149899242,-2.033693,43.256347
1417,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,07:30,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.9091666371220608,43.31430921714184,-2.033693,43.256347
1418,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,RENFE,08:00,22,Irun,1,2,1,2 adultos,2,5,1,2,2021,21281.2,1,-1.778090322796794,43.33995832426971,-2.033693,43.256347
1419,Tolosaldea,Donostialdea,Tolosa,Urnieta,RENFE,20:00,22,Urnieta,2,3,1,Otros hogares sin niños,2,5,1,1,2021,23963.06,2,-2.071920476499135,43.139158570936,-2.033693,43.256347
1420,Donostialdea,Donostialdea,Oiartzun,Pasaia,Coche conductor,16:05,22,Pasaia,1,2,1,Hogar de una persona,2,5,1,1,2021,24236.51,3,-1.8215203747615567,43.28313189841769,-2.033693,43.256347
1421,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche conductor,15:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25818.26,3,-1.84203794228172,43.338402771742025,-2.033693,43.256347
1422,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,14:30,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,4,-1.9017596488353383,43.3144845618848,-2.033693,43.256347
1423,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,15:00,22,Errenteria,2,4,2,2 adultos con niño(s),2,5,1,1,2021,25718.91,3,-1.8011810601514768,43.33094789407686,-2.033693,43.256347
1424,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,13:30,22,Errenteria,2,2,1,2 adultos con niño(s),1,3,4,1,2021,9465.695,1,-1.903608034097299,43.31640302420099,-2.033693,43.256347
1425,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,08:10,22,Errenteria,2,3,1,2 adultos con niño(s),2,3,4,1,2021,13135.685,1,-1.9053882504172168,43.29025147591379,-2.033693,43.256347
1426,Donostialdea,Donostialdea,Andoain,Usurbil,Coche conductor,05:45,23,Andoain,2,3,1,Otros hogares sin niños,2,4,1,1,2021,25820.86,3,-2.0202195587102896,43.21355762012263,-2.033693,43.256347
1427,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,16:00,99,Bilbao,2,4,1,2 adultos con niño(s),1,5,1,1,2021,27788.81,4,-1.7870576194813683,43.34088364580707,-2.033693,43.256347
1428,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,20:00,22,Donostia/San Sebastian,1,4,3,2 adultos,1,4,1,1,2021,27790.76,4,-2.1744289864800157,43.28551942264935,-2.033693,43.256347
1429,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.4119091336845724,43.032824994535126,-2.033693,43.256347
1430,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,RENFE,06:45,22,Tolosa,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27963.51,4,-2.0765851283278485,43.13467949751455,-2.033693,43.256347
1431,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,17:30,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25718.91,3,-1.970144276428291,43.32768735623207,-2.033693,43.256347
1432,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Andando,15:00,22,Pasaia,1,2,1,Hogar de una persona,2,5,1,1,2021,26603.66,4,-1.9831508075435087,43.31720447007815,-2.033693,43.256347
1433,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,16:00,21,Donostia/San Sebastian,1,2,2,Hogar de una persona,1,6,1,1,2021,26425.86,4,-2.1965882311679046,43.04711325342887,-2.033693,43.256347
1434,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,11:00,99,Hernani,1,2,1,Hogar de una persona,2,4,1,1,2021,24016.16,2,-1.9723736139308865,43.312093526969946,-2.033693,43.256347
1435,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,13:00,22,Pasaia,2,2,3,Otros hogares sin niños,2,5,1,2,2021,26042.209999999995,4,-2.015803460293164,43.308731252374855,-2.033693,43.256347
1436,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,19:00,22,Pasaia,2,3,2,Otros hogares con niños,2,3,1,1,2021,23269.735,2,-1.9777176033233668,43.315165958988985,-2.033693,43.256347
1437,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,05:45,23,Donostia/San Sebastian,2,3,3,2 adultos con niño(s),2,5,1,1,2021,26467.209999999995,4,-1.9834244007551824,43.31877785932301,-2.033693,43.256347
1438,Donostialdea,Donostialdea,Hernani,Urnieta,Coche conductor,13:30,22,Urnieta,1,4,1,2 adultos,1,5,1,1,2021,28454.76,4,-1.976416335226138,43.269647715989706,-2.033693,43.256347
1439,Goierri                              ,Donostialdea,Beasain,Andoain,RENFE,19:30,23,Andoain,1,1,1,2 adultos,1,5,1,1,2021,24474.020000000004,3,-2.225895937769105,43.08482575432612,-2.033693,43.256347
