Unnamed: 0,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
331,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,13:30,23,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,5,1,1,2021,25646.66,4,-1.921970110955411,43.32607798974564,-2.033693,43.256347
332,Bidasoa,Donostialdea,Irun,Errenteria,EUSKOTREN,22:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25718.91,3,-1.7604112821173217,43.33881395651266,-2.033693,43.256347
333,Donostialdea,Donostialdea,Andoain,Usurbil,Coche conductor,05:45,23,Andoain,2,3,1,Otros hogares sin niños,2,4,1,1,2021,25820.86,3,-2.0216826779173225,43.21822949875335,-2.033693,43.256347
334,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,19:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-2.0477604845044315,43.307853434647086,-2.033693,43.256347
335,Tolosaldea,Donostialdea,Tolosa,Lasarte-Oria,Coche conductor,06:15,22,Tolosa,2,4,1,Otros hogares sin niños,1,3,1,1,2021,24788.185,3,-2.076121974282475,43.13944595750915,-2.033693,43.256347
336,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,13:00,22,Errenteria,2,2,1,Otros hogares sin niños,1,3,1,1,2021,18964.025,1,-2.0261849185214404,43.31774350372576,-2.033693,43.256347
337,Donostialdea,Donostialdea,Errenteria,Lezo,Moto,06:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,26210.41,4,-1.8981666727503133,43.31136789232981,-2.033693,43.256347
338,Debabarrena,Donostialdea,Elgoibar,Donostia/San Sebastian,Coche conductor,14:30,22,Donostia/San Sebastian,1,2,2,2 adultos,1,5,1,1,2021,29017.46,4,-2.411958652049303,43.22028098627315,-2.033693,43.256347
339,Donostialdea,Donostialdea,Oiartzun,Donostia/San Sebastian,Coche conductor,20:45,22,Oiartzun,1,2,1,Hogar de una persona,1,5,1,1,2021,24853.22,3,-1.870545919680344,43.29822093053931,-2.033693,43.256347
340,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,13:00,22,Pasaia,2,2,3,Otros hogares sin niños,2,5,1,2,2021,26042.209999999995,4,-1.9735137948439443,43.29335599604863,-2.033693,43.256347
341,Donostialdea,Donostialdea,Andoain,Donostia/San Sebastian,Coche conductor,16:05,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),1,5,1,1,2021,24223.07,2,-2.0215825020107068,43.21922966885279,-2.033693,43.256347
342,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,15:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,3,-2.4123272511031555,43.11881739375824,-2.033693,43.256347
343,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,EUSKOTREN,07:30,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,3,-2.0184543526434515,43.264022460934655,-2.033693,43.256347
344,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,06:20,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,4,1,1,2021,25017.26,3,-1.9888257720657545,43.323421421547934,-2.033693,43.256347
345,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,12:30,23,Errenteria,2,2,1,Otros hogares sin niños,1,5,1,1,2021,23900.47,2,-1.9480204459123376,43.32193218663753,-2.033693,43.256347
346,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,06:45,22,Zarautz,1,2,2,2 adultos,1,6,1,1,2021,24578.070000000003,2,-2.176479712119943,43.28478756510787,-2.033693,43.256347
347,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,18:30,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,25864.41,3,-1.969974120808524,43.3248817680481,-2.033693,43.256347
348,Donostialdea,Donostialdea,Urnieta,Donostia/San Sebastian,Coche conductor,08:00,22,Urnieta,1,3,1,2 adultos,2,4,1,1,2021,22283.27,1,-1.9910289035578563,43.2476427660248,-2.033693,43.256347
349,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,08:30,22,Zarautz,2,2,1,2 adultos con niño(s),1,5,1,1,2021,24125.57,2,-2.170477581113291,43.2867702147479,-2.033693,43.256347
350,Bidasoa,Donostialdea,Irun,Usurbil,Coche conductor,07:00,22,Irun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25097.96,3,-1.816524849485736,43.32989328448438,-2.033693,43.256347
351,Goierri                              ,Donostialdea,Beasain,Hernani,Coche conductor,05:30,22,Hernani,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26804.31,4,-2.2007428265618985,43.05200544826975,-2.033693,43.256347
352,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche conductor,07:00,22,Hondarribia,2,3,2,Otros hogares sin niños,2,5,1,1,2021,26867.81,4,-1.7999047545718554,43.37994474634306,-2.033693,43.256347
353,Urola Kosta       ,Donostialdea,Orio,Errenteria,Coche conductor,16:30,22,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,22248.07,1,-2.1250173327301467,43.27678544524839,-2.033693,43.256347
354,Donostialdea,Donostialdea,Pasaia,Oiartzun,Coche conductor,04:30,23,Pasaia,2,2,1,Otros hogares sin niños,1,5,1,1,2021,27760.41,4,-1.9191467074605288,43.31847603259179,-2.033693,43.256347
355,Bidasoa,Donostialdea,Irun,Pasaia,Coche conductor,05:30,23,Irun,1,2,2,2 adultos,1,5,1,1,2021,25930.01,4,-1.7907214140140464,43.33456167360097,-2.033693,43.256347
356,Tolosaldea,Donostialdea,Tolosa,Errenteria,Coche conductor,15:30,21,Errenteria,1,3,1,2 adultos,2,6,1,1,2021,23422.51,2,-2.0778750590044464,43.12558448677403,-2.033693,43.256347
357,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,16:00,23,Errenteria,2,2,2,2 adultos con niño(s),2,4,1,1,2021,21265.62,1,-1.7997192169746925,43.341511317029465,-2.033693,43.256347
358,Donostialdea,Donostialdea,Oiartzun,Lezo,Coche conductor,14:45,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25097.96,3,-1.8755834204999648,43.30209358176162,-2.033693,43.256347
359,Tolosaldea,Donostialdea,Villabona,Errenteria,Coche conductor,05:15,22,Villabona,2,3,2,Otros hogares sin niños,2,3,1,1,2021,18845.675,1,-2.052869301554724,43.1892920326729,-2.033693,43.256347
360,Donostialdea,Donostialdea,Urnieta,Donostia/San Sebastian,Coche conductor,14:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,24223.07,2,-1.9915978808136792,43.24768143321622,-2.033693,43.256347
361,Donostialdea,Donostialdea,Oiartzun,Errenteria,Autobús interurbano,15:10,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.888670513442385,43.31569293184065,-2.033693,43.256347
362,Donostialdea,Donostialdea,Urnieta,Donostia/San Sebastian,Coche conductor,14:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,4,1,1,2021,26958.709999999995,4,-1.9874854552029613,43.252712655153,-2.033693,43.256347
363,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,14:00,22,Urnieta,2,3,1,Otros hogares sin niños,1,6,1,1,2021,25301.709999999995,3,-1.980434526114677,43.314535404766815,-2.033693,43.256347
364,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,13:00,22,Oiartzun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25461.26,3,-1.7762131596339457,43.32864202578202,-2.033693,43.256347
365,Donostialdea,Donostialdea,Errenteria,Andoain,Coche conductor,07:30,22,Errenteria,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25227.96,3,-1.903793641634252,43.312163268623024,-2.033693,43.256347
366,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,07:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,5,1,1,2021,26467.209999999995,4,-1.9769239459276644,43.320569956193296,-2.033693,43.256347
367,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,18:00,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,4,-2.0066667391404254,43.3066961412279,-2.033693,43.256347
368,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Moto,08:00,22,Pasaia,2,2,2,2 adultos con niño(s),1,5,1,1,2021,24967.56,3,-1.929772416318181,43.32450323169783,-2.033693,43.256347
369,Debagoiena,Donostialdea,Arrasate/Mondragon,Donostia/San Sebastian,Coche conductor,22:10,22,Donostia/San Sebastian,1,3,1,2 adultos,2,6,1,1,2021,22575.620000000003,1,-2.487966878583011,43.06616370481552,-2.033693,43.256347
370,Urola Kosta       ,Donostialdea,Azpeitia,Donostia/San Sebastian,Coche pasajero,07:00,22,Azpeitia,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21974.885,1,-2.2700749345037328,43.17908806670119,-2.033693,43.256347
371,Tolosaldea,Donostialdea,Villabona,Donostia/San Sebastian,RENFE,06:50,23,Villabona,2,2,1,Otros hogares sin niños,1,5,1,1,2021,24074.47,2,-2.053035076736222,43.1885546527103,-2.033693,43.256347
372,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,15:00,22,Donostia/San Sebastian,1,2,1,Hogar de una persona,1,4,1,1,2021,23983.52,3,-1.7752145002762971,43.32755024278232,-2.033693,43.256347
373,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,21:30,99,Errenteria,2,3,1,Otros hogares con niños,1,4,1,1,2021,26038.81,4,-1.9263749606345144,43.32581805622738,-2.033693,43.256347
374,Debabarrena,Donostialdea,Elgoibar,Hernani,Coche conductor,16:30,22,Hernani,2,2,1,2 adultos con niño(s),1,5,1,1,2021,22307.55,1,-2.412920055222127,43.2159166725012,-2.033693,43.256347
375,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,12:00,22,Irun,2,3,1,2 adultos con niño(s),1,4,1,1,2021,23871.26,3,-1.744714405939256,43.32897016180819,-2.033693,43.256347
376,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,08:00,22,Pasaia,2,2,3,Otros hogares sin niños,1,3,1,1,2021,21792.235,2,-1.916542595733576,43.32706737348905,-2.033693,43.256347
377,Urola Kosta       ,Donostialdea,Zarautz,Pasaia,Coche conductor,07:55,22,Zarautz,2,3,2,Otros hogares con niños,2,4,1,1,2021,21744.82,1,-2.181071391222351,43.28419858705261,-2.033693,43.256347
378,Donostialdea,Donostialdea,Oiartzun,Errenteria,Moto,17:30,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,23474.77,2,-1.8766242189373656,43.308622498918645,-2.033693,43.256347
379,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,19:30,22,Pasaia,1,2,2,Hogar de una persona,2,4,1,1,2021,20814.95,1,-2.014509013586289,43.29615489389481,-2.033693,43.256347
380,Donostialdea,Donostialdea,Lezo,Donostia/San Sebastian,Coche conductor,11:15,22,Errenteria,2,3,2,Otros hogares con niños,1,5,1,1,2021,23303.17,2,-1.8986716251397415,43.32134632961155,-2.033693,43.256347
381,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,13:00,23,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,21396.285,1,-1.912086532829571,43.312524796711386,-2.033693,43.256347
382,Donostialdea,Donostialdea,Oiartzun,Donostia/San Sebastian,Coche conductor,05:00,23,Donostia/San Sebastian,1,3,1,Hogar de una persona,1,5,1,1,2021,26805.41,4,-1.8608661085799465,43.300485450377536,-2.033693,43.256347
383,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,15:00,22,Errenteria,2,4,2,2 adultos con niño(s),2,5,1,1,2021,25718.91,3,-1.78800244528133,43.337216146909874,-2.033693,43.256347
384,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,14:00,22,Lasarte-Oria,2,3,1,Otros hogares con niños,1,3,1,1,2021,23805.385,2,-2.0092237356861564,43.259164774452,-2.033693,43.256347
385,Donostialdea,Donostialdea,Pasaia,Oiartzun,Autobús interurbano,06:30,22,Pasaia,2,3,2,Otros hogares con niños,2,3,1,2,2021,19307.395,1,-1.9331810715579631,43.32311372726676,-2.033693,43.256347
386,Tolosaldea,Donostialdea,Villabona,Hernani,Coche pasajero,06:45,22,Villabona,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23648.77,2,-2.0530548999616767,43.1877679992644,-2.033693,43.256347
387,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,13:30,22,Errenteria,2,2,1,2 adultos con niño(s),1,3,4,1,2021,9465.695,1,-1.9040293971734523,43.31224018649858,-2.033693,43.256347
388,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,16:30,22,Lasarte-Oria,2,3,2,2 adultos con niño(s),2,4,1,1,2021,23001.71,2,-1.9706130637108592,43.3187850632598,-2.033693,43.256347
389,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,16:00,21,Donostia/San Sebastian,1,2,2,Hogar de una persona,1,6,1,1,2021,26425.86,4,-2.233209396276501,43.082138254714565,-2.033693,43.256347
390,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,18:45,22,Errenteria,1,2,1,Hogar de una persona,1,4,1,1,2021,27197.56,4,-2.0320986582804985,43.27237046396776,-2.033693,43.256347
391,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,15:10,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25818.26,3,-1.948448676453037,43.31823173414044,-2.033693,43.256347
392,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,07:30,22,Zarautz,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25720.76,3,-2.176664153891457,43.28516136426552,-2.033693,43.256347
393,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,11:00,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,23204.41,1,-2.127684025920597,43.276404218632486,-2.033693,43.256347
394,Goierri                              ,Donostialdea,Legazpi,Donostia/San Sebastian,Coche conductor,08:00,99,Legazpi,1,2,1,Hogar de una persona,1,5,1,1,2021,26393.71,4,-2.3329658145715606,43.05262932836988,-2.033693,43.256347
395,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,RENFE,08:00,22,Irun,1,2,1,2 adultos,2,5,1,2,2021,21281.2,1,-1.7779884081968451,43.3396957060265,-2.033693,43.256347
396,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,12:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.4707474115880887,43.18130348270161,-2.033693,43.256347
397,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,14:50,22,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,21396.285,1,-1.8136571741639564,43.273985306520224,-2.033693,43.256347
398,Donostialdea,Donostialdea,Andoain,Donostia/San Sebastian,Coche conductor,09:00,23,Andoain,2,3,1,Otros hogares sin niños,1,4,1,1,2021,24436.16,3,-2.0228198523451897,43.22015946391517,-2.033693,43.256347
399,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,15:40,23,Errenteria,1,1,1,Hogar de una persona,1,5,1,2,2021,28424.26,4,-1.9043952139592415,43.2903190418456,-2.033693,43.256347
400,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,14:30,99,Hernani,1,2,1,Hogar de una persona,2,4,1,1,2021,22420.97,1,-1.9692742325874413,43.2532573673184,-2.033693,43.256347
401,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,07:00,22,Urnieta,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25255.56,3,-2.0197036984181804,43.30243178044587,-2.033693,43.256347
402,Donostialdea,Donostialdea,Oiartzun,Errenteria,Moto,17:30,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,23474.77,2,-1.8674769669553533,43.28623916962047,-2.033693,43.256347
403,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,20:30,23,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,5,1,1,2021,22716.05,2,-1.9187779344034133,43.318666078006125,-2.033693,43.256347
404,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,15:00,22,Lezo,2,3,3,Otros hogares con niños,1,5,1,1,2021,27353.61,4,-1.7833310988024451,43.33627923055983,-2.033693,43.256347
405,Donostialdea,Donostialdea,Donostia/San Sebastian,Usurbil,Coche conductor,16:00,23,Donostia/San Sebastian,1,3,2,2 adultos,1,5,1,1,2021,29017.46,4,-1.9865793073393896,43.31538919192634,-2.033693,43.256347
