,Hora_Ini_E,Per_hog,Turismos,Sexo,Edad,crnt_tur,O_long,O_lat,D_long,D_lat,drive_tt,distance,original_distance,Coworking,Rem_work,walk_tt,transit_tt,Tipo_familia,Mun_Ori,Mun_Des,prediction,Mode,CO2,CO2_worst_case
84,105,2,2,2,5,1,-1.959243777184316,43.24360776194771,-2.033693,43.256347,17.56335,40862.085,8172.417,0,0,143.2186,65.776,4,40,69,2,Car,7.831899624999999,7.831899624999999
85,105,2,2,2,5,1,-1.97170633507712,43.26664956278909,-2.033693,43.256347,10.022066666666666,33207.475,6641.495,0,0,111.6477,34.224,4,40,69,2,Car,6.364766041666665,6.364766041666665
86,105,2,2,2,5,1,-1.971502966761885,43.27159527539486,-2.033693,43.256347,11.53975,31626.495,6325.299,0,0,116.36729999999999,33.815,4,40,69,2,Car,6.061744874999999,6.061744874999999
87,105,2,2,2,5,1,-1.9756779624550165,43.26546631622711,-2.033693,43.256347,11.85265,31459.21,6291.842,0,0,104.52606666666667,34.39,4,40,69,2,Car,6.029681916666665,6.029681916666665
88,103,1,2,2,4,1,-1.9679182463362503,43.25212673862416,-2.033693,43.256347,12.183716666666667,39763.165,7952.633,0,0,129.09968333333333,50.783,3,40,69,2,Car,7.621273291666665,7.621273291666665
89,97,2,4,1,6,1,-1.9803720065010832,43.263039886846194,-2.033693,43.256347,9.04735,26426.525,5285.305,0,0,96.35548333333332,34.498,2,40,69,2,Car,5.065083958333333,5.065083958333333
90,97,1,3,2,4,1,-1.9910289035578563,43.2476427660248,-2.033693,43.256347,8.639333333333333,21460.175,4292.035,0,0,80.12408333333333,33.211,3,72,69,2,Car,4.113200208333333,4.113200208333333
91,97,1,3,2,4,1,-1.9913365012348807,43.24627190794664,-2.033693,43.256347,8.208783333333333,20998.795,4199.759,0,0,80.28816666666667,32.257,3,72,69,2,Car,4.024769041666666,4.024769041666666
92,97,2,2,1,5,1,-1.9960189788168832,43.24132541071956,-2.033693,43.256347,6.340216666666667,23682.055,4736.411,0,0,88.19101666666667,30.164,2,72,69,2,Car,4.539060541666665,4.539060541666665
93,97,2,2,1,5,1,-1.9944834485488856,43.24920218770535,-2.033693,43.256347,8.7531,18521.21,3704.242,0,0,71.5215,33.334,2,72,69,2,Car,3.5498985833333325,3.5498985833333325
